pl_name,hostname,disc_year,discoverymethod,disc_facility 
"""TOI-2260 b""","""TOI-2260""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""55 Cnc f""","""55 Cnc""",2007,"""Radial Velocity""","""Multiple Observatories"""
"""Kepler-6 b""","""Kepler-6""",2009,"""Transit""","""Kepler"""
"""HAT-P-21 b""","""HAT-P-21""",2010,"""Transit""","""HATNet"""
"""K2-182 b""","""K2-182""",2018,"""Transit""","""K2"""
"""GJ 436 b""","""GJ 436""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HAT-P-13 b""","""HAT-P-13""",2009,"""Transit""","""HATNet"""
"""Kepler-411 c""","""Kepler-411""",2016,"""Transit""","""Kepler"""
"""HATS-13 b""","""HATS-13""",2015,"""Transit""","""HATSouth"""
"""HD 23472 b""","""HD 23472""",2019,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""WASP-35 b""","""WASP-35""",2011,"""Transit""","""SuperWASP"""
"""Kepler-5 b""","""Kepler-5""",2009,"""Transit""","""Kepler"""
"""Kepler-1732 b""","""Kepler-1732""",2021,"""Transit""","""Kepler"""
"""Kepler-1778 b""","""Kepler-1778""",2021,"""Transit""","""Kepler"""
"""Kepler-129 c""","""Kepler-129""",2014,"""Transit""","""Kepler"""
"""K2-371 b""","""K2-371""",2022,"""Transit""","""K2"""
"""Kepler-1684 b""","""Kepler-1684""",2020,"""Transit""","""Kepler"""
"""Kepler-381 b""","""Kepler-381""",2014,"""Transit""","""Kepler"""
"""HATS-30 b""","""HATS-30""",2016,"""Transit""","""HATSouth"""
"""K2-321 b""","""K2-321""",2020,"""Transit""","""K2"""
"""HAT-P-55 b""","""HAT-P-55""",2015,"""Transit""","""HATNet"""
"""HATS-32 b""","""HATS-32""",2016,"""Transit""","""HATSouth"""
"""L 168-9 b""","""L 168-9""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HATS-33 b""","""HATS-33""",2016,"""Transit""","""HATSouth"""
"""TrES-2 b""","""TrES-2""",2006,"""Transit""","""TrES"""
"""CoRoT-18 b""","""CoRoT-18""",2011,"""Transit""","""CoRoT"""
"""TOI-1266 b""","""TOI-1266""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""K2-308 b""","""K2-308""",2019,"""Transit""","""K2"""
"""WASP-33 b""","""WASP-33""",2010,"""Transit""","""SuperWASP"""
"""WASP-85 A b""","""WASP-85 A""",2016,"""Transit""","""K2"""
"""WASP-47 b""","""WASP-47""",2012,"""Transit""","""SuperWASP"""
"""CoRoT-12 b""","""CoRoT-12""",2010,"""Transit""","""CoRoT"""
"""Kepler-448 c""","""KOI-12""",2017,"""Transit Timing Variations""","""Kepler"""
"""Kepler-428 b""","""Kepler-428""",2014,"""Transit""","""Kepler"""
"""WASP-64 b""","""WASP-64""",2012,"""Transit""","""SuperWASP"""
"""Kepler-425 b""","""Kepler-425""",2014,"""Transit""","""Kepler"""
"""TOI-1181 b""","""TOI-1181""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-1658 b""","""Kepler-1658""",2019,"""Transit""","""Kepler"""
"""Kepler-685 b""","""Kepler-685""",2016,"""Transit""","""Kepler"""
"""TOI-1518 b""","""TOI-1518""",2021,"""Transit""","""Multiple Observatories"""
"""LHS 1140 c""","""LHS 1140""",2018,"""Transit""","""Multiple Observatories"""
"""KOI-94 b""","""KOI-94""",2013,"""Transit""","""Kepler"""
"""HATS-4 b""","""HATS-4""",2014,"""Transit""","""HATSouth"""
"""TOI-763 c""","""TOI-763""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HAT-P-69 b""","""HAT-P-69""",2019,"""Transit""","""HATNet"""
"""Kepler-8 b""","""Kepler-8""",2010,"""Transit""","""Kepler"""
"""WASP-18 b""","""WASP-18""",2009,"""Transit""","""SuperWASP"""
"""WASP-63 b""","""WASP-63""",2012,"""Transit""","""SuperWASP"""
"""WASP-130 b""","""WASP-130""",2016,"""Transit""","""SuperWASP-South"""
"""K2-182 b""","""K2-182""",2018,"""Transit""","""K2"""
"""WASP-120 b""","""WASP-120""",2016,"""Transit""","""SuperWASP"""
"""K2-174 b""","""K2-174""",2018,"""Transit""","""K2"""
"""WASP-7 b""","""WASP-7""",2008,"""Transit""","""SuperWASP"""
"""55 Cnc e""","""55 Cnc""",2004,"""Radial Velocity""","""McDonald Observatory"""
"""DS Tuc A b""","""DS Tuc A""",2019,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-75 b""","""Kepler-75""",2013,"""Transit""","""Kepler"""
"""HAT-P-24 b""","""HAT-P-24""",2010,"""Transit""","""HATNet"""
"""HATS-2 b""","""HATS-2""",2013,"""Transit""","""HATSouth"""
"""TOI-2427 b""","""TOI-2427""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""K2-3 d""","""K2-3""",2015,"""Transit""","""K2"""
"""HD 191939 c""","""HD 191939""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HATS-32 b""","""HATS-32""",2016,"""Transit""","""HATSouth"""
"""XO-6 b""","""XO-6""",2016,"""Transit""","""XO"""
"""K2-237 b""","""K2-237""",2018,"""Transit""","""K2"""
"""HAT-P-33 b""","""HAT-P-33""",2011,"""Transit""","""HATNet"""
"""Kepler-45 b""","""Kepler-45""",2011,"""Transit""","""Kepler"""
"""Kepler-15 b""","""Kepler-15""",2011,"""Transit""","""Kepler"""
"""Kepler-471 b""","""Kepler-471""",2016,"""Transit""","""Kepler"""
"""K2-370 b""","""K2-370""",2022,"""Transit""","""K2"""
"""HAT-P-51 b""","""HAT-P-51""",2015,"""Transit""","""HATNet"""
"""HAT-P-9 b""","""HAT-P-9""",2008,"""Transit""","""HATNet"""
"""Kepler-1808 b""","""Kepler-1808""",2021,"""Transit""","""Kepler"""
"""TIC 172900988 b""","""TIC 172900988 Aa""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-1688 b""","""Kepler-1688""",2020,"""Transit""","""Kepler"""
"""Kepler-1687 b""","""Kepler-1687""",2020,"""Transit""","""Kepler"""
"""Kepler-1846 b""","""Kepler-1846""",2021,"""Transit""","""Kepler"""
"""Kepler-1038 b""","""Kepler-1038""",2016,"""Transit""","""Kepler"""
"""Kepler-385 b""","""Kepler-385""",2014,"""Transit""","""Kepler"""
"""Kepler-385 b""","""Kepler-385""",2014,"""Transit""","""Kepler"""
"""Kepler-1937 b""","""Kepler-1937""",2021,"""Transit""","""Kepler"""
"""Kepler-381 d""","""Kepler-381""",2021,"""Transit""","""Kepler"""
"""Kepler-1728 b""","""Kepler-1728""",2021,"""Transit""","""Kepler"""
"""Kepler-418 b""","""Kepler-418""",2014,"""Transit""","""Kepler"""
"""KOI-12 b""","""KOI-12""",2015,"""Transit""","""Kepler"""
"""KELT-8 b""","""KELT-8""",2015,"""Transit""","""KELT"""
"""Kepler-68 b""","""Kepler-68""",2013,"""Transit""","""Kepler"""
"""TOI-1634 b""","""TOI-1634""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""K2-3 c""","""K2-3""",2015,"""Transit""","""K2"""
"""Kepler-396 b""","""Kepler-396""",2013,"""Transit""","""Kepler"""
"""Kepler-43 b""","""Kepler-43""",2011,"""Transit""","""Kepler"""
"""WASP-186 b""","""WASP-186""",2020,"""Transit""","""SuperWASP"""
"""HD 158259 e""","""HD 158259""",2020,"""Radial Velocity""","""Haute-Provence Observatory"""
"""TOI-1130 c""","""TOI-1130""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""TrES-5 b""","""TrES-5""",2011,"""Transit""","""TrES"""
"""NGTS-1 b""","""NGTS-1""",2017,"""Transit""","""Paranal Observatory"""
"""HD 189733 b""","""HD 189733""",2005,"""Radial Velocity""","""Haute-Provence Observatory"""
"""TOI-201 b""","""TOI-201""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""TOI-1807 b""","""TOI-1807""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""NGTS-11 b""","""NGTS-11""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HIP 97166 b""","""HIP 97166""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""WASP-8 b""","""WASP-8""",2010,"""Transit""","""SuperWASP"""
"""Kepler-1886 b""","""Kepler-1886""",2021,"""Transit""","""Kepler"""
"""Kepler-1781 b""","""Kepler-1781""",2021,"""Transit""","""Kepler"""
"""Kepler-1907 c""","""Kepler-1907""",2021,"""Transit""","""Kepler"""
"""Kepler-1866 b""","""Kepler-1866""",2021,"""Transit""","""Kepler"""
"""Kepler-1671 b""","""Kepler-1671""",2020,"""Transit""","""Kepler"""
"""Kepler-1926 b""","""Kepler-1926""",2021,"""Transit""","""Kepler"""
"""K2-138 c""","""K2-138""",2017,"""Transit""","""K2"""
"""HAT-P-4 b""","""HAT-P-4""",2007,"""Transit""","""HATNet"""
"""Kepler-495 b""","""Kepler-495""",2016,"""Transit""","""Kepler"""
"""V830 Tau b""","""V830 Tau""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""Kepler-196 c""","""Kepler-196""",2014,"""Transit""","""Kepler"""
"""XO-6 b""","""XO-6""",2016,"""Transit""","""XO"""
"""K2-98 b""","""K2-98""",2016,"""Transit""","""K2"""
"""KOI-94 d""","""KOI-94""",2013,"""Transit""","""Kepler"""
"""WASP-3 b""","""WASP-3""",2007,"""Transit""","""SuperWASP"""
"""CoRoT-5 b""","""CoRoT-5""",2009,"""Transit""","""CoRoT"""
"""HAT-P-4 b""","""HAT-P-4""",2007,"""Transit""","""HATNet"""
"""WASP-78 b""","""WASP-78""",2012,"""Transit""","""SuperWASP"""
"""CoRoT-18 b""","""CoRoT-18""",2011,"""Transit""","""CoRoT"""
"""Kepler-486 b""","""Kepler-486""",2016,"""Transit""","""Kepler"""
"""TOI-1107 b""","""TOI-1107""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""GJ 3473 b""","""GJ 3473""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HAT-P-11 b""","""HAT-P-11""",2008,"""Transit""","""HATNet"""
"""WASP-28 b""","""WASP-28""",2014,"""Transit""","""SuperWASP"""
"""HD 189733 b""","""HD 189733""",2005,"""Radial Velocity""","""Haute-Provence Observatory"""
"""Kepler-488 b""","""Kepler-488""",2016,"""Transit""","""Kepler"""
"""KOI-94 c""","""KOI-94""",2013,"""Transit""","""Kepler"""
"""Kepler-422 b""","""Kepler-422""",2014,"""Transit""","""Kepler"""
"""HAT-P-27 b""","""HAT-P-27""",2011,"""Transit""","""HATNet"""
"""Qatar-8 b""","""Qatar-8""",2019,"""Transit""","""Qatar"""
"""K2-117 b""","""K2-117""",2017,"""Transit""","""K2"""
"""HAT-P-52 b""","""HAT-P-52""",2015,"""Transit""","""HATNet"""
"""WASP-79 b""","""WASP-79""",2012,"""Transit""","""SuperWASP"""
"""WASP-19 b""","""WASP-19""",2009,"""Transit""","""SuperWASP"""
"""K2-77 b""","""K2-77""",2016,"""Transit""","""K2"""
"""WASP-173 A b""","""WASP-173 A""",2018,"""Transit""","""SuperWASP-South"""
"""TrES-1 b""","""TrES-1""",2004,"""Transit""","""TrES"""
"""K2-3 d""","""K2-3""",2015,"""Transit""","""K2"""
"""K2-29 b""","""K2-29""",2016,"""Transit""","""K2"""
"""XO-1 b""","""XO-1""",2006,"""Transit""","""XO"""
"""HD 260655 b""","""HD 260655""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HD 66428 b""","""HD 66428""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""Kepler-1927 b""","""Kepler-1927""",2021,"""Transit""","""Kepler"""
"""Kepler-1716 b""","""Kepler-1716""",2021,"""Transit""","""Kepler"""
"""Kepler-511 c""","""Kepler-511""",2021,"""Transit""","""Kepler"""
"""WASP-32 b""","""WASP-32""",2010,"""Transit""","""SuperWASP"""
"""WASP-14 b""","""WASP-14""",2008,"""Transit""","""SuperWASP"""
"""Kepler-616 b""","""Kepler-616""",2016,"""Transit""","""Kepler"""
"""HAT-P-51 b""","""HAT-P-51""",2015,"""Transit""","""HATNet"""
"""TOI-628 b""","""TOI-628""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-5 b""","""Kepler-5""",2009,"""Transit""","""Kepler"""
"""K2-222 b""","""K2-222""",2018,"""Transit""","""K2"""
"""Kepler-68 b""","""Kepler-68""",2013,"""Transit""","""Kepler"""
"""KPS-1 b""","""KPS-1""",2018,"""Transit""","""Acton Sky Portal Observatory"""
"""HAT-P-19 b""","""HAT-P-19""",2010,"""Transit""","""HATNet"""
"""Kepler-5 b""","""Kepler-5""",2009,"""Transit""","""Kepler"""
"""WASP-12 b""","""WASP-12""",2008,"""Transit""","""SuperWASP"""
"""KOI-13 b""","""KOI-13""",2011,"""Transit""","""Kepler"""
"""K2-3 c""","""K2-3""",2015,"""Transit""","""K2"""
"""TrES-1 b""","""TrES-1""",2004,"""Transit""","""TrES"""
"""HAT-P-19 b""","""HAT-P-19""",2010,"""Transit""","""HATNet"""
"""KELT-20 b""","""KELT-20""",2017,"""Transit""","""KELT-North"""
"""TOI-1860 b""","""TOI-1860""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-74 b""","""Kepler-74""",2013,"""Transit""","""Kepler"""
"""TOI-1728 b""","""TOI-1728""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Qatar-5 b""","""Qatar-5""",2017,"""Transit""","""Qatar"""
"""Kepler-723 b""","""Kepler-723""",2016,"""Transit""","""Kepler"""
"""K2-182 b""","""K2-182""",2018,"""Transit""","""K2"""
"""K2-399 b""","""K2-399""",2022,"""Transit""","""K2"""
"""K2-30 b""","""K2-30""",2016,"""Transit""","""K2"""
"""K2-34 b""","""K2-34""",2016,"""Transit""","""K2"""
"""K2-390 b""","""K2-390""",2022,"""Transit""","""K2"""
"""EPIC 211945201 b""","""EPIC 211945201""",2018,"""Transit""","""K2"""
"""K2-155 c""","""K2-155""",2018,"""Transit""","""K2"""
"""TOI-431 b""","""TOI-431""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""WASP-95 b""","""WASP-95""",2014,"""Transit""","""SuperWASP"""
"""Kepler-25 b""","""Kepler-25""",2011,"""Transit""","""Kepler"""
"""K2-174 b""","""K2-174""",2018,"""Transit""","""K2"""
"""WASP-43 b""","""WASP-43""",2011,"""Transit""","""SuperWASP"""
"""Kepler-410 A b""","""Kepler-410 A""",2013,"""Transit""","""Kepler"""
"""K2-43 b""","""K2-43""",2016,"""Transit""","""K2"""
"""KELT-14 b""","""KELT-14""",2016,"""Transit""","""KELT-South"""
"""Kepler-352 b""","""Kepler-352""",2014,"""Transit""","""Kepler"""
"""GJ 687 b""","""GJ 687""",2014,"""Radial Velocity""","""Lick Observatory"""
"""Kepler-1902 b""","""Kepler-1902""",2021,"""Transit""","""Kepler"""
"""Kepler-1845 b""","""Kepler-1845""",2021,"""Transit""","""Kepler"""
"""Kepler-633 c""","""Kepler-633""",2021,"""Transit""","""Kepler"""
"""Kepler-1085 c""","""Kepler-1085""",2020,"""Transit""","""Kepler"""
"""Kepler-1679 b""","""Kepler-1679""",2020,"""Transit""","""Kepler"""
"""Kepler-1670 b""","""Kepler-1670""",2020,"""Transit""","""Kepler"""
"""HD 207897 b""","""HD 207897""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-716 b""","""Kepler-716""",2016,"""Transit""","""Kepler"""
"""Kepler-1600 c""","""Kepler-1600""",2021,"""Transit""","""Kepler"""
"""55 Cnc d""","""55 Cnc""",2002,"""Radial Velocity""","""Lick Observatory"""
"""K2-266 d""","""K2-266""",2018,"""Transit""","""K2"""
"""TrES-2 b""","""TrES-2""",2006,"""Transit""","""TrES"""
"""TrES-3 b""","""TrES-3""",2007,"""Transit""","""TrES"""
"""Kepler-68 c""","""Kepler-68""",2013,"""Transit""","""Kepler"""
"""Kepler-435 b""","""Kepler-435""",2015,"""Transit""","""Kepler"""
"""LP 791-18 b""","""LP 791-18""",2019,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HATS-35 b""","""HATS-35""",2016,"""Transit""","""HATSouth"""
"""Kepler-424 b""","""Kepler-424""",2014,"""Transit""","""Kepler"""
"""TOI-1516 b""","""TOI-1516""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HIP 41378 b""","""HIP 41378""",2016,"""Transit""","""K2"""
"""Kepler-471 b""","""Kepler-471""",2016,"""Transit""","""Kepler"""
"""WASP-118 b""","""WASP-118""",2016,"""Transit""","""SuperWASP"""
"""K2-308 b""","""K2-308""",2019,"""Transit""","""K2"""
"""KELT-7 b""","""KELT-7""",2015,"""Transit""","""KELT"""
"""WASP-100 b""","""WASP-100""",2014,"""Transit""","""SuperWASP"""
"""Kepler-25 c""","""Kepler-25""",2011,"""Transit""","""Kepler"""
"""K2-19 b""","""K2-19""",2015,"""Transit""","""K2"""
"""HD 149026 b""","""HD 149026""",2005,"""Radial Velocity""","""Subaru Telescope"""
"""K2-98 b""","""K2-98""",2016,"""Transit""","""K2"""
"""WASP-73 b""","""WASP-73""",2014,"""Transit""","""SuperWASP"""
"""HAT-P-14 b""","""HAT-P-14""",2010,"""Transit""","""HATNet"""
"""TOI-270 d""","""TOI-270""",2019,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HD 158259 c""","""HD 158259""",2020,"""Radial Velocity""","""Haute-Provence Observatory"""
"""WASP-71 b""","""WASP-71""",2012,"""Transit""","""SuperWASP"""
"""HAT-P-20 b""","""HAT-P-20""",2010,"""Transit""","""HATNet"""
"""Kepler-25 b""","""Kepler-25""",2011,"""Transit""","""Kepler"""
"""AU Mic c""","""AU Mic""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-718 b""","""Kepler-718""",2016,"""Transit""","""Kepler"""
"""K2-19 c""","""K2-19""",2015,"""Transit""","""K2"""
"""HD 28109 d""","""HD 28109""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-411 b""","""Kepler-411""",2013,"""Transit""","""Kepler"""
"""WASP-37 b""","""WASP-37""",2010,"""Transit""","""SuperWASP"""
"""WASP-43 b""","""WASP-43""",2011,"""Transit""","""SuperWASP"""
"""Kepler-424 b""","""Kepler-424""",2014,"""Transit""","""Kepler"""
"""K2-18 b""","""K2-18""",2015,"""Transit""","""K2"""
"""TOI-1422 b""","""TOI-1422""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""TOI-169 b""","""TOI-169""",2020,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""WASP-162 b""","""WASP-162""",2018,"""Transit""","""SuperWASP-South"""
"""Kepler-422 b""","""Kepler-422""",2014,"""Transit""","""Kepler"""
"""KOI-94 e""","""KOI-94""",2013,"""Transit""","""Kepler"""
"""HAT-P-43 b""","""HAT-P-43""",2012,"""Transit""","""HATNet"""
"""WASP-85 A b""","""WASP-85 A""",2016,"""Transit""","""K2"""
"""TOI-270 d""","""TOI-270""",2019,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-12 b""","""Kepler-12""",2011,"""Transit""","""Kepler"""
"""HATS-53 b""","""HATS-53""",2017,"""Transit""","""HATSouth"""
"""TOI-1411 b""","""TOI-1411""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""HAT-P-66 b""","""HAT-P-66""",2016,"""Transit""","""HATNet"""
"""Kepler-12 b""","""Kepler-12""",2011,"""Transit""","""Kepler"""
"""WASP-187 b""","""WASP-187""",2020,"""Transit""","""SuperWASP"""
"""TrES-3 b""","""TrES-3""",2007,"""Transit""","""TrES"""
"""KELT-11 b""","""KELT-11""",2017,"""Transit""","""KELT-South"""
"""HAT-P-4 b""","""HAT-P-4""",2007,"""Transit""","""HATNet"""
"""WASP-58 b""","""WASP-58""",2012,"""Transit""","""SuperWASP"""
"""Kepler-426 b""","""Kepler-426""",2014,"""Transit""","""Kepler"""
"""HAT-P-3 b""","""HAT-P-3""",2007,"""Transit""","""HATNet"""
"""Kepler-548 b""","""Kepler-548""",2016,"""Transit""","""Kepler"""
"""WASP-12 b""","""WASP-12""",2008,"""Transit""","""SuperWASP"""
"""Kepler-491 b""","""Kepler-491""",2016,"""Transit""","""Kepler"""
"""TOI-5153 b""","""TOI-5153""",2022,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-41 b""","""Kepler-41""",2011,"""Transit""","""Kepler"""
"""HATS-41 b""","""HATS-41""",2018,"""Transit""","""HATSouth"""
"""Kepler-1876 b""","""Kepler-1876""",2021,"""Transit""","""Kepler"""
"""Kepler-1315 c""","""Kepler-1315""",2021,"""Transit""","""Kepler"""
"""Kepler-1745 b""","""Kepler-1745""",2021,"""Transit""","""Kepler"""
"""Kepler-1779 b""","""Kepler-1779""",2021,"""Transit""","""Kepler"""
"""Kepler-462 b""","""Kepler-462""",2016,"""Transit""","""Kepler"""
"""Kepler-529 d""","""Kepler-529""",2021,"""Transit""","""Kepler"""
"""Kepler-305 b""","""Kepler-305""",2013,"""Transit""","""Kepler"""
"""Kepler-1311 c""","""Kepler-1311""",2016,"""Transit""","""Kepler"""
"""Kepler-1165 b""","""Kepler-1165""",2016,"""Transit""","""Kepler"""
"""Kepler-381 c""","""Kepler-381""",2014,"""Transit""","""Kepler"""
"""Kepler-1897 b""","""Kepler-1897""",2021,"""Transit""","""Kepler"""
"""Kepler-598 b""","""Kepler-598""",2016,"""Transit""","""Kepler"""
"""Kepler-1809 b""","""Kepler-1809""",2021,"""Transit""","""Kepler"""
"""Kepler-1691 b""","""Kepler-1691""",2020,"""Transit""","""Kepler"""
"""Kepler-1862 b""","""Kepler-1862""",2021,"""Transit""","""Kepler"""
"""Kepler-1889 b""","""Kepler-1889""",2021,"""Transit""","""Kepler"""
"""WASP-26 b""","""WASP-26""",2010,"""Transit""","""SuperWASP"""
"""Kepler-1879 b""","""Kepler-1879""",2021,"""Transit""","""Kepler"""
"""WASP-66 b""","""WASP-66""",2012,"""Transit""","""SuperWASP"""
"""Kepler-8 b""","""Kepler-8""",2010,"""Transit""","""Kepler"""
"""WASP-12 b""","""WASP-12""",2008,"""Transit""","""SuperWASP"""
"""OGLE2-TR-L9 b""","""OGLE2-TR-L9""",2008,"""Transit""","""OGLE"""
"""Kepler-396 c""","""Kepler-396""",2013,"""Transit""","""Kepler"""
"""KELT-15 b""","""KELT-15""",2016,"""Transit""","""KELT-South"""
"""KOI-94 b""","""KOI-94""",2013,"""Transit""","""Kepler"""
"""HATS-60 b""","""HATS-60""",2018,"""Transit""","""HATSouth"""
"""Kepler-471 b""","""Kepler-471""",2016,"""Transit""","""Kepler"""
"""WASP-55 b""","""WASP-55""",2012,"""Transit""","""SuperWASP"""
"""WASP-19 b""","""WASP-19""",2009,"""Transit""","""SuperWASP"""
"""Kepler-74 b""","""Kepler-74""",2013,"""Transit""","""Kepler"""
